Rezultati za V3_V_S_7_11_2012_V.2.kml
16.548548 43.800841 425.630000 r
16.548573 43.800840 425.650000 l
16.548598 43.800840 425.680000 l
16.548623 43.800839 425.720000 p
16.548648 43.800838 425.750000 r
16.548673 43.800837 425.770000 r
16.548699 43.800836 425.800000 r
16.548724 43.800835 425.830000 l
16.548749 43.800835 425.880000 l
16.548774 43.800834 425.960000 r
16.548799 43.800832 426.010000 r
16.548825 43.800831 426.060000 r
16.548850 43.800830 426.110000 r
16.548875 43.800829 426.180000 r
16.548900 43.800827 426.240000 r
16.548925 43.800826 426.310000 r
16.548951 43.800824 426.370000 r
16.548976 43.800822 426.430000 p
16.549001 43.800820 426.500000 r
16.549027 43.800818 426.590000 r
16.549052 43.800816 426.670000 r
16.549078 43.800814 426.750000 r
16.549103 43.800812 426.820000 r
16.549129 43.800810 426.890000 r
16.549154 43.800807 426.960000 r
16.549179 43.800805 427.050000 r
16.549205 43.800803 427.140000 r
16.549230 43.800800 427.230000 r
16.549256 43.800798 427.320000 r
16.549281 43.800795 427.400000 r
16.549306 43.800793 427.530000 p
16.549331 43.800791 427.690000 p
16.549356 43.800789 427.850000 r
16.549381 43.800786 428.000000 r
16.549407 43.800783 428.080000 r
16.549432 43.800780 428.180000 p
16.549457 43.800777 428.290000 r
16.549482 43.800773 428.400000 r
16.549507 43.800770 428.550000 p
16.549532 43.800767 428.690000 p
16.549557 43.800764 428.830000 r
16.549583 43.800761 428.960000 r
16.549608 43.800757 429.080000 p
16.549633 43.800753 429.190000 r
16.549658 43.800748 429.240000 p
16.549683 43.800743 429.300000 r
16.549708 43.800739 429.370000 r
16.549733 43.800733 429.420000 r
16.549758 43.800728 429.490000 r
16.549783 43.800722 429.540000 r
16.549808 43.800717 429.600000 r
16.549833 43.800711 429.660000 r
16.549857 43.800706 429.690000 r
16.549882 43.800700 429.740000 r
16.549906 43.800694 429.780000 r
16.549931 43.800687 429.820000 r
16.549956 43.800681 429.860000 p
16.549981 43.800675 429.890000 r
16.550005 43.800669 429.930000 r
16.550029 43.800662 429.970000 r
16.550054 43.800655 430.020000 r
16.550078 43.800649 430.060000 p
16.550102 43.800643 430.100000 r
16.550127 43.800636 430.130000 r
16.550151 43.800629 430.170000 r
16.550175 43.800623 430.220000 r
16.550199 43.800616 430.270000 p
16.550223 43.800609 430.350000 r
16.550247 43.800603 430.440000 r
16.550271 43.800596 430.510000 r
16.550295 43.800590 430.580000 r
16.550320 43.800583 430.650000 r
16.550343 43.800577 430.720000 r
16.550367 43.800570 430.800000 p
16.550391 43.800563 430.880000 p
16.550415 43.800556 430.950000 r
16.550438 43.800550 431.010000 l
16.550462 43.800542 431.070000 l
16.550486 43.800536 431.160000 r
16.550509 43.800529 431.240000 r
16.550533 43.800521 431.310000 r
16.550556 43.800514 431.380000 r
16.550580 43.800507 431.500000 r
16.550603 43.800500 431.610000 r
16.550626 43.800494 431.730000 r
16.550649 43.800487 431.850000 l
16.550672 43.800478 431.880000 p
16.550695 43.800469 431.920000 r
16.550718 43.800461 431.970000 p
16.550741 43.800453 432.020000 r
16.550764 43.800444 432.060000 p
16.550787 43.800435 432.110000 r
16.550809 43.800427 432.150000 r
16.550832 43.800418 432.190000 p
16.550855 43.800409 432.240000 p
16.550878 43.800400 432.300000 r
16.550900 43.800391 432.350000 r
16.550923 43.800381 432.410000 r
16.550946 43.800372 432.460000 r
16.550968 43.800362 432.510000 r
16.550991 43.800353 432.550000 r
16.551013 43.800343 432.600000 r
16.551036 43.800334 432.650000 r
16.551058 43.800324 432.700000 r
16.551081 43.800314 432.760000 r
16.551103 43.800304 432.800000 p
16.551125 43.800294 432.860000 r
16.551147 43.800283 432.920000 r
16.551169 43.800273 432.960000 r
16.551192 43.800262 433.020000 r
16.551213 43.800252 433.070000 r
16.551235 43.800241 433.110000 p
16.551257 43.800230 433.160000 p
16.551279 43.800219 433.220000 p
16.551301 43.800208 433.270000 r
16.551322 43.800197 433.330000 r
16.551344 43.800185 433.380000 r
16.551365 43.800174 433.440000 r
16.551387 43.800163 433.490000 r
16.551409 43.800151 433.560000 r
16.551430 43.800140 433.640000 r
16.551452 43.800128 433.700000 r
16.551474 43.800117 433.770000 r
16.551495 43.800105 433.830000 r
16.551517 43.800093 433.890000 r
16.551538 43.800082 433.940000 l
16.551560 43.800069 433.990000 l
16.551582 43.800058 434.040000 r
16.551604 43.800046 434.090000 r
16.551625 43.800034 434.160000 r
16.551647 43.800022 434.190000 p
16.551669 43.800010 434.250000 r
16.551690 43.799999 434.370000 r
16.551712 43.799987 434.470000 p
16.551734 43.799975 434.580000 r
16.551755 43.799964 434.700000 r
16.551777 43.799952 434.790000 r
16.551799 43.799939 434.840000 r
16.551821 43.799927 434.920000 p
16.551843 43.799915 435.040000 r
16.551864 43.799903 435.150000 r
16.551886 43.799891 435.260000 r
16.551908 43.799878 435.370000 r
16.551930 43.799866 435.440000 p
16.551952 43.799854 435.510000 r
16.551975 43.799841 435.560000 r
16.551997 43.799829 435.610000 r
16.552019 43.799816 435.680000 r
16.552041 43.799804 435.730000 r
16.552063 43.799791 435.790000 r
16.552085 43.799779 435.860000 r
16.552107 43.799766 435.960000 r
16.552130 43.799754 436.050000 r
16.552152 43.799742 436.140000 r
16.552174 43.799729 436.220000 r
16.552196 43.799717 436.310000 p
16.552218 43.799705 436.410000 r
16.552241 43.799693 436.510000 r
16.552263 43.799680 436.550000 r
16.552285 43.799668 436.600000 r
16.552308 43.799656 436.650000 r
16.552330 43.799643 436.730000 r
16.552352 43.799631 436.790000 p
16.552374 43.799619 436.840000 r
16.552397 43.799606 436.900000 r
16.552419 43.799594 436.960000 p
16.552441 43.799582 436.980000 p
16.552463 43.799570 437.020000 r
16.552485 43.799557 437.050000 r
16.552507 43.799545 437.070000 r
16.552528 43.799533 437.110000 r
16.552550 43.799521 437.160000 r
16.552571 43.799509 437.210000 r
16.552593 43.799498 437.290000 r
16.552614 43.799486 437.330000 r
16.552636 43.799474 437.360000 r
16.552657 43.799462 437.400000 p
16.552678 43.799450 437.440000 p
16.552699 43.799438 437.490000 r
16.552720 43.799427 437.540000 r
16.552741 43.799415 437.580000 r
16.552761 43.799403 437.610000 r
16.552782 43.799391 437.640000 r
16.552803 43.799380 437.670000 r
16.552823 43.799369 437.710000 r
16.552844 43.799357 437.740000 r
16.552864 43.799346 437.780000 r
16.552885 43.799334 437.810000 r
16.552905 43.799323 437.840000 p
16.552925 43.799312 437.950000 p
16.552945 43.799301 438.020000 p
16.552965 43.799290 438.050000 p
16.552985 43.799279 438.110000 p
16.553005 43.799268 438.120000 p
16.553025 43.799257 438.140000 p
16.553045 43.799246 438.200000 r
16.553064 43.799236 438.260000 r
16.553084 43.799225 438.320000 r
16.553104 43.799215 438.390000 p
16.553124 43.799205 438.460000 r
16.553143 43.799194 438.520000 r
16.553163 43.799184 438.580000 p
16.553183 43.799174 438.630000 r
16.553202 43.799164 438.690000 r
16.553222 43.799154 438.750000 r
16.553241 43.799144 438.810000 r
16.553261 43.799134 438.860000 r
16.553280 43.799124 438.910000 r
16.553300 43.799115 438.950000 r
16.553320 43.799105 439.000000 r
16.553340 43.799096 439.040000 p
16.553360 43.799087 439.090000 p
16.553380 43.799078 439.130000 r
16.553400 43.799070 439.170000 r
16.553421 43.799061 439.200000 r
16.553442 43.799053 439.230000 p
16.553463 43.799045 439.280000 r
16.553483 43.799037 439.320000 r
16.553504 43.799029 439.360000 r
16.553525 43.799022 439.390000 r
16.553546 43.799014 439.420000 r
16.553568 43.799007 439.460000 r
16.553589 43.799000 439.500000 r
16.553611 43.798993 439.540000 r
16.553632 43.798986 439.590000 l
16.553655 43.798980 439.620000 r
16.553677 43.798974 439.660000 r
16.553699 43.798969 439.690000 r
16.553722 43.798963 439.700000 r
16.553744 43.798958 439.740000 r
16.553767 43.798953 439.790000 p
16.553790 43.798948 439.830000 r
16.553813 43.798944 439.870000 r
16.553836 43.798939 439.910000 r
16.553859 43.798935 439.950000 p
16.553882 43.798931 439.970000 p
16.553905 43.798927 439.980000 r
16.553929 43.798923 440.000000 l
16.553952 43.798920 440.010000 l
16.553976 43.798916 440.040000 r
16.554000 43.798914 440.050000 l
16.554023 43.798911 440.070000 r
16.554047 43.798908 440.090000 r
16.554071 43.798906 440.120000 p
16.554095 43.798904 440.130000 r
16.554119 43.798903 440.180000 p
16.554143 43.798902 440.190000 r
16.554167 43.798900 440.210000 l
16.554192 43.798899 440.210000 l
16.554216 43.798899 440.240000 l
16.554240 43.798899 440.250000 l
16.554265 43.798899 440.250000 l
16.554289 43.798899 440.250000 l
16.554314 43.798899 440.250000 l
16.554339 43.798899 440.300000 l
16.554363 43.798901 440.360000 l
16.554388 43.798902 440.370000 l
16.554413 43.798902 440.390000 l
16.554437 43.798903 440.400000 r
16.554462 43.798904 440.410000 r
16.554487 43.798905 440.430000 r
16.554512 43.798906 440.440000 p
16.554537 43.798907 440.450000 r
16.554561 43.798908 440.470000 l
16.554586 43.798910 440.490000 r
16.554612 43.798911 440.510000 r
16.554637 43.798913 440.520000 p
16.554662 43.798915 440.530000 p
16.554687 43.798917 440.520000 r
16.554712 43.798918 440.530000 r
16.554737 43.798921 440.550000 r
16.554762 43.798923 440.580000 r
16.554787 43.798924 440.610000 l
16.554813 43.798927 440.640000 r
16.554838 43.798929 440.690000 p
16.554863 43.798931 440.730000 r
16.554889 43.798933 440.780000 r
16.554914 43.798935 440.820000 r
16.554939 43.798938 440.850000 r
16.554965 43.798940 440.880000 r
16.554990 43.798942 440.920000 r
16.555016 43.798944 440.960000 r
16.555041 43.798947 441.010000 r
16.555067 43.798949 441.070000 p
16.555093 43.798951 441.110000 r
16.555118 43.798954 441.160000 r
16.555144 43.798956 441.220000 r
16.555169 43.798958 441.280000 r
16.555195 43.798961 441.390000 r
16.555221 43.798963 441.450000 r
16.555246 43.798965 441.510000 r
16.555272 43.798967 441.560000 p
16.555298 43.798969 441.600000 r
16.555324 43.798972 441.700000 r
16.555349 43.798974 441.790000 r
16.555375 43.798977 441.850000 r
16.555401 43.798979 441.900000 r
16.555426 43.798981 441.960000 r
16.555452 43.798984 442.030000 r
16.555478 43.798986 442.100000 r
16.555504 43.798989 442.170000 p
16.555530 43.798992 442.240000 p
16.555556 43.798995 442.310000 p
16.555582 43.798998 442.380000 r
16.555608 43.799000 442.470000 r
16.555634 43.799003 442.540000 r
16.555660 43.799005 442.610000 r
16.555685 43.799008 442.690000 r
16.555712 43.799011 442.750000 r
16.555738 43.799014 442.780000 r
16.555765 43.799017 442.830000 r
16.555791 43.799020 442.890000 r
16.555817 43.799022 442.950000 r
16.555844 43.799025 443.010000 r
16.555870 43.799028 443.100000 p
16.555896 43.799031 443.170000 r
16.555923 43.799033 443.240000 r
16.555949 43.799035 443.290000 p
16.555975 43.799037 443.330000 r
16.556002 43.799039 443.380000 r
16.556028 43.799042 443.440000 r
16.556055 43.799044 443.520000 r
16.556081 43.799046 443.580000 r
16.556108 43.799048 443.650000 r
16.556134 43.799050 443.700000 r
16.556161 43.799052 443.750000 r
16.556187 43.799053 443.790000 r
16.556214 43.799055 443.850000 r
16.556240 43.799057 443.890000 r
16.556267 43.799058 443.940000 r
16.556293 43.799060 443.990000 r
16.556320 43.799062 444.050000 p
16.556347 43.799064 444.110000 r
16.556373 43.799066 444.160000 r
16.556400 43.799067 444.220000 r
16.556427 43.799070 444.270000 l
16.556453 43.799071 444.320000 r
16.556480 43.799073 444.360000 p
16.556507 43.799075 444.400000 r
16.556533 43.799077 444.450000 r
16.556560 43.799079 444.490000 r
16.556586 43.799081 444.550000 p
16.556612 43.799083 444.610000 r
16.556639 43.799085 444.680000 r
16.556665 43.799087 444.740000 r
16.556691 43.799088 444.790000 r
16.556717 43.799090 444.860000 p
16.556743 43.799092 444.920000 r
16.556769 43.799093 444.980000 r
16.556795 43.799095 445.050000 r
16.556820 43.799096 445.100000 r
16.556846 43.799097 445.160000 r
16.556871 43.799098 445.210000 r
16.556896 43.799100 445.260000 r
16.556922 43.799101 445.310000 l
16.556947 43.799101 445.370000 l
16.556972 43.799102 445.430000 r
16.556997 43.799103 445.480000 l
16.557022 43.799103 445.540000 l
16.557047 43.799104 445.570000 l
16.557072 43.799104 445.620000 l
16.557097 43.799104 445.660000 l
16.557122 43.799104 445.710000 l
16.557147 43.799104 445.750000 l
16.557171 43.799104 445.790000 l
16.557196 43.799104 445.830000 l
16.557221 43.799103 445.860000 l
16.557246 43.799103 445.900000 l
16.557270 43.799102 445.930000 r
16.557295 43.799101 445.970000 r
16.557320 43.799100 446.000000 r
16.557344 43.799099 446.030000 r
16.557369 43.799098 446.060000 r
16.557394 43.799096 446.080000 l
16.557418 43.799095 446.110000 l
16.557443 43.799093 446.140000 p
16.557468 43.799091 446.180000 r
16.557492 43.799089 446.210000 r
16.557517 43.799087 446.230000 p
16.557542 43.799085 446.260000 r
16.557566 43.799083 446.290000 r
16.557591 43.799081 446.310000 p
16.557616 43.799079 446.340000 r
16.557640 43.799077 446.430000 r
16.557665 43.799074 446.460000 r
16.557689 43.799072 446.500000 r
16.557714 43.799069 446.520000 r
16.557739 43.799067 446.540000 r
16.557764 43.799064 446.570000 r
16.557788 43.799061 446.590000 r
16.557813 43.799058 446.610000 r
16.557837 43.799055 446.640000 r
16.557862 43.799052 446.670000 p
16.557887 43.799049 446.700000 r
16.557911 43.799046 446.720000 r
16.557936 43.799042 446.740000 r
16.557961 43.799039 446.760000 l
16.557985 43.799034 446.780000 r
16.558009 43.799031 446.790000 r
16.558034 43.799027 446.810000 r
16.558058 43.799023 446.830000 p
16.558082 43.799019 446.850000 r
16.558105 43.799014 446.880000 r
16.558129 43.799010 446.890000 r
16.558153 43.799005 446.900000 r
16.558177 43.799001 446.910000 r
16.558200 43.798996 446.940000 p
16.558223 43.798991 446.970000 p
16.558246 43.798986 447.000000 r
16.558270 43.798981 447.020000 r
16.558292 43.798976 447.050000 r
16.558315 43.798971 447.060000 r
16.558338 43.798965 447.090000 r
16.558361 43.798960 447.110000 r
16.558383 43.798954 447.130000 r
16.558406 43.798948 447.140000 p
16.558429 43.798942 447.160000 r
16.558451 43.798936 447.180000 r
16.558474 43.798929 447.190000 l
16.558496 43.798924 447.210000 l
16.558519 43.798917 447.220000 r
16.558541 43.798911 447.240000 r
16.558563 43.798904 447.250000 p
16.558585 43.798897 447.260000 r
16.558608 43.798890 447.280000 r
16.558630 43.798884 447.290000 r
16.558652 43.798877 447.300000 p
16.558674 43.798870 447.310000 p
16.558696 43.798863 447.370000 p
16.558718 43.798856 447.430000 r
16.558739 43.798849 447.490000 r
16.558761 43.798842 447.550000 r
16.558782 43.798835 447.570000 r
16.558804 43.798827 447.580000 p
16.558826 43.798819 447.590000 r
16.558847 43.798811 447.590000 p
16.558868 43.798803 447.590000 r
16.558890 43.798794 447.580000 r
16.558911 43.798786 447.570000 r
16.558932 43.798777 447.570000 p
16.558953 43.798768 447.560000 r
16.558974 43.798760 447.600000 r
16.558995 43.798751 447.630000 p
16.559016 43.798742 447.670000 p
16.559037 43.798733 447.650000 p
16.559058 43.798724 447.640000 r
16.559079 43.798714 447.660000 r
16.559099 43.798704 447.640000 r
16.559120 43.798695 447.660000 r
16.559140 43.798686 447.690000 r
16.559161 43.798676 447.720000 r
16.559181 43.798666 447.740000 r
16.559202 43.798656 447.750000 r
16.559222 43.798645 447.720000 r
16.559242 43.798635 447.700000 p
16.559262 43.798625 447.680000 r
16.559282 43.798614 447.690000 r
16.559302 43.798604 447.700000 r
16.559322 43.798593 447.710000 r
16.559342 43.798583 447.720000 r
16.559362 43.798572 447.720000 r
16.559381 43.798561 447.720000 r
16.559401 43.798550 447.720000 r
16.559420 43.798539 447.720000 p
16.559439 43.798528 447.740000 p
16.559458 43.798517 447.750000 p
16.559477 43.798506 447.760000 r
16.559497 43.798495 447.760000 l
16.559515 43.798483 447.750000 r
16.559534 43.798472 447.750000 r
16.559553 43.798460 447.750000 r
16.559572 43.798449 447.760000 r
16.559590 43.798437 447.770000 r
16.559609 43.798425 447.760000 r
16.559627 43.798413 447.760000 p
16.559645 43.798401 447.750000 r
16.559664 43.798389 447.740000 r
16.559682 43.798378 447.730000 l
16.559700 43.798365 447.710000 r
16.559718 43.798353 447.690000 p
16.559736 43.798341 447.660000 r
16.559755 43.798329 447.640000 l
16.559772 43.798316 447.630000 r
16.559790 43.798304 447.600000 p
16.559808 43.798292 447.570000 r
16.559825 43.798279 447.550000 r
16.559843 43.798267 447.530000 r
16.559860 43.798254 447.500000 r
16.559877 43.798242 447.470000 r
16.559894 43.798229 447.440000 r
16.559911 43.798217 447.420000 r
16.559929 43.798204 447.400000 r
16.559946 43.798192 447.380000 p
16.559963 43.798180 447.340000 r
16.559980 43.798167 447.310000 r
16.559997 43.798155 447.290000 p
16.560014 43.798143 447.270000 r
16.560032 43.798131 447.250000 r
16.560049 43.798119 447.220000 r
16.560067 43.798107 447.180000 r
16.560084 43.798095 447.150000 r
16.560102 43.798084 447.120000 r
16.560120 43.798072 447.090000 r
16.560137 43.798060 447.060000 r
16.560155 43.798048 447.020000 r
16.560173 43.798037 446.970000 p
16.560191 43.798026 446.930000 r
16.560209 43.798014 446.890000 r
16.560227 43.798003 446.870000 r
16.560244 43.797991 446.840000 r
16.560262 43.797979 446.800000 r
16.560280 43.797968 446.760000 p
16.560298 43.797957 446.720000 r
16.560317 43.797946 446.680000 r
16.560335 43.797935 446.640000 p
16.560353 43.797924 446.590000 r
16.560372 43.797913 446.540000 p
16.560391 43.797902 446.490000 r
16.560409 43.797892 446.430000 r
16.560428 43.797882 446.390000 r
16.560447 43.797871 446.340000 r
16.560466 43.797861 446.300000 p
16.560485 43.797851 446.250000 r
16.560505 43.797842 446.150000 r
16.560524 43.797832 446.050000 r
16.560544 43.797823 445.950000 p
16.560564 43.797814 445.860000 p
16.560584 43.797805 445.770000 r
16.560605 43.797796 445.670000 r
16.560625 43.797787 445.580000 p
16.560645 43.797778 445.510000 r
16.560666 43.797770 445.450000 r
16.560686 43.797762 445.400000 r
16.560707 43.797754 445.330000 p
16.560728 43.797746 445.260000 r
16.560750 43.797739 445.180000 r
16.560771 43.797732 445.120000 r
16.560793 43.797724 445.060000 l
16.560815 43.797718 445.000000 r
16.560837 43.797711 444.970000 r
16.560859 43.797705 444.900000 p
16.560881 43.797699 444.830000 r
16.560904 43.797693 444.780000 r
16.560926 43.797688 444.730000 r
16.560949 43.797682 444.690000 r
16.560972 43.797677 444.630000 p
16.560995 43.797672 444.570000 p
16.561018 43.797667 444.510000 p
16.561041 43.797662 444.450000 p
16.561064 43.797657 444.410000 p
16.561087 43.797652 444.360000 r
16.561111 43.797648 444.280000 r
16.561134 43.797643 444.210000 r
16.561158 43.797639 444.150000 r
16.561182 43.797634 444.090000 r
16.561205 43.797630 444.030000 r
16.561229 43.797626 443.960000 r
16.561252 43.797621 443.890000 r
16.561276 43.797617 443.820000 p
16.561300 43.797613 443.740000 r
16.561323 43.797609 443.670000 r
16.561347 43.797605 443.610000 r
16.561371 43.797600 443.560000 r
16.561394 43.797596 443.500000 l
16.561418 43.797593 443.440000 r
16.561442 43.797588 443.370000 r
16.561466 43.797584 443.300000 l
16.561489 43.797581 443.250000 l
16.561513 43.797577 443.190000 p
16.561537 43.797573 443.130000 r
16.561560 43.797569 443.070000 l
16.561584 43.797566 443.010000 r
16.561608 43.797562 442.950000 p
16.561632 43.797558 442.890000 r
16.561655 43.797554 442.830000 r
16.561679 43.797550 442.780000 r
16.561702 43.797546 442.750000 r
16.561726 43.797542 442.690000 l
16.561749 43.797539 442.650000 l
16.561773 43.797535 442.610000 r
16.561796 43.797531 442.560000 p
16.561819 43.797527 442.510000 r
16.561843 43.797523 442.460000 r
16.561866 43.797519 442.390000 p
16.561889 43.797515 442.340000 r
16.561913 43.797510 442.280000 r
16.561936 43.797506 442.210000 r
16.561960 43.797502 442.150000 r
16.561983 43.797497 442.080000 r
16.562006 43.797493 442.010000 r
16.562030 43.797488 441.960000 r
16.562053 43.797484 441.900000 r
16.562076 43.797479 441.840000 r
16.562100 43.797474 441.770000 r
16.562123 43.797470 441.710000 r
16.562146 43.797465 441.650000 p
16.562169 43.797460 441.590000 p
16.562192 43.797455 441.530000 p
16.562215 43.797450 441.470000 p
16.562238 43.797445 441.410000 p
16.562261 43.797440 441.350000 p
16.562284 43.797435 441.300000 r
16.562306 43.797430 441.250000 r
16.562329 43.797424 441.200000 r
16.562351 43.797419 441.140000 r
16.562374 43.797413 441.080000 r
16.562396 43.797407 441.020000 r
16.562419 43.797401 440.950000 r
16.562441 43.797396 440.880000 r
16.562463 43.797390 440.790000 r
16.562486 43.797384 440.720000 r
16.562508 43.797377 440.660000 r
16.562530 43.797371 440.620000 r
16.562552 43.797364 440.590000 r
16.562574 43.797358 440.550000 r
16.562596 43.797351 440.510000 p
16.562618 43.797344 440.460000 p
16.562640 43.797337 440.410000 p
16.562662 43.797330 440.360000 p
16.562684 43.797323 440.320000 r
16.562705 43.797315 440.260000 r
16.562727 43.797308 440.200000 r
16.562749 43.797300 440.160000 r
16.562770 43.797292 440.110000 p
16.562791 43.797284 440.040000 r
16.562812 43.797275 439.980000 l
16.562833 43.797268 439.970000 l
16.562854 43.797259 439.910000 r
16.562875 43.797251 439.860000 r
16.562896 43.797242 439.810000 p
16.562917 43.797233 439.760000 r
16.562938 43.797225 439.700000 r
16.562958 43.797216 439.630000 r
16.562979 43.797207 439.560000 p
16.563000 43.797198 439.510000 r
16.563020 43.797189 439.470000 r
16.563041 43.797180 439.420000 r
16.563062 43.797172 439.390000 r
16.563083 43.797163 439.340000 r
16.563103 43.797154 439.290000 r
16.563124 43.797144 439.240000 r
16.563144 43.797135 439.190000 r
16.563165 43.797126 439.140000 r
16.563185 43.797117 439.100000 r
16.563206 43.797107 439.070000 r
16.563226 43.797097 439.020000 r
16.563247 43.797088 438.980000 r
16.563267 43.797078 438.950000 p
16.563287 43.797068 438.910000 p
16.563307 43.797058 438.870000 p
16.563327 43.797048 438.830000 p
16.563347 43.797038 438.780000 p
16.563367 43.797028 438.750000 p
16.563387 43.797018 438.720000 r
16.563407 43.797007 438.680000 r
16.563427 43.796997 438.650000 r
16.563446 43.796987 438.620000 r
16.563466 43.796976 438.580000 r
16.563486 43.796966 438.570000 r
16.563506 43.796955 438.550000 r
16.563526 43.796945 438.510000 r
16.563546 43.796934 438.480000 p
16.563566 43.796923 438.450000 p
16.563586 43.796912 438.420000 r
16.563606 43.796902 438.380000 r
16.563626 43.796891 438.350000 p
16.563646 43.796880 438.320000 r
16.563666 43.796870 438.290000 r
16.563686 43.796859 438.250000 r
16.563707 43.796848 438.210000 l
16.563726 43.796837 438.160000 l
16.563747 43.796826 438.120000 r
16.563767 43.796815 438.070000 p
16.563787 43.796804 438.010000 r
16.563808 43.796793 437.950000 r
16.563828 43.796782 437.870000 r
16.563849 43.796771 437.810000 r
16.563869 43.796760 437.740000 r
16.563890 43.796749 437.680000 p
16.563911 43.796738 437.610000 p
16.563932 43.796727 437.550000 r
16.563953 43.796715 437.480000 l
16.563974 43.796705 437.400000 l
16.563995 43.796693 437.360000 r
16.564016 43.796682 437.310000 p
16.564037 43.796671 437.280000 p
16.564058 43.796660 437.240000 p
16.564079 43.796649 437.190000 r
16.564101 43.796638 437.130000 r
16.564122 43.796627 437.090000 p
16.564143 43.796616 437.060000 r
16.564165 43.796606 437.050000 r
16.564186 43.796595 437.040000 r
16.564208 43.796585 436.990000 r
16.564229 43.796574 436.900000 r
16.564251 43.796564 436.820000 p
16.564273 43.796554 436.770000 r
16.564294 43.796544 436.740000 l
16.564317 43.796534 436.710000 r
16.564339 43.796525 436.680000 r
16.564361 43.796515 436.620000 r
16.564383 43.796506 436.560000 p
16.564405 43.796497 436.520000 r
16.564428 43.796488 436.490000 r
16.564450 43.796479 436.460000 r
16.564473 43.796470 436.420000 r
16.564496 43.796462 436.380000 p
16.564519 43.796454 436.350000 p
16.564542 43.796446 436.320000 p
16.564565 43.796438 436.300000 r
16.564589 43.796430 436.270000 p
16.564613 43.796422 436.240000 r
16.564636 43.796415 436.230000 r
16.564661 43.796407 436.200000 r
16.564685 43.796400 436.170000 r
16.564709 43.796394 436.120000 r
16.564734 43.796387 436.050000 r
16.564758 43.796380 436.000000 r
16.564783 43.796373 435.950000 r
16.564808 43.796367 435.910000 r
16.564833 43.796360 435.860000 r
16.564858 43.796354 435.810000 p
16.564883 43.796348 435.740000 r
16.564908 43.796341 435.670000 r
16.564934 43.796335 435.590000 r
16.564959 43.796329 435.510000 r
16.564985 43.796323 435.430000 r
16.565010 43.796317 435.350000 r
16.565036 43.796311 435.260000 p
16.565062 43.796305 435.180000 r
16.565088 43.796300 435.090000 r
16.565114 43.796294 435.010000 p
16.565140 43.796288 434.940000 r
16.565167 43.796282 434.850000 r
16.565193 43.796277 434.750000 r
16.565220 43.796271 434.640000 r
16.565246 43.796265 434.530000 r
16.565272 43.796260 434.430000 r
16.565299 43.796254 434.340000 r
16.565326 43.796249 434.240000 r
16.565353 43.796243 434.140000 p
16.565380 43.796237 434.040000 r
16.565407 43.796232 433.940000 r
16.565434 43.796226 433.840000 p
16.565461 43.796220 433.740000 r
16.565488 43.796215 433.670000 l
16.565514 43.796208 433.500000 l
16.565542 43.796203 433.410000 r
16.565569 43.796197 433.320000 r
16.565596 43.796190 433.160000 r
16.565623 43.796184 433.000000 r
16.565650 43.796177 432.860000 r
16.565677 43.796171 432.730000 p
16.565704 43.796165 432.650000 r
16.565732 43.796159 432.560000 r
16.565760 43.796154 432.470000 r
16.565787 43.796148 432.380000 r
16.565815 43.796142 432.300000 r
16.565842 43.796136 432.230000 r
16.565870 43.796130 432.110000 r
16.565897 43.796123 431.980000 r
16.565925 43.796116 431.830000 r
16.565952 43.796110 431.710000 r
16.565980 43.796103 431.580000 r
16.566007 43.796097 431.500000 r
16.566035 43.796091 431.420000 r
16.566063 43.796084 431.280000 r
16.566090 43.796078 431.140000 r
16.566118 43.796071 431.000000 r
16.566145 43.796065 430.880000 r
16.566173 43.796059 430.790000 p
16.566201 43.796053 430.710000 r
16.566228 43.796047 430.630000 r
16.566256 43.796042 430.540000 r
16.566284 43.796036 430.460000 r
16.566311 43.796030 430.370000 r
16.566339 43.796024 430.280000 r
16.566366 43.796018 430.180000 r
16.566394 43.796012 430.090000 r
16.566421 43.796007 430.050000 r
16.566449 43.796001 429.960000 r
16.566476 43.795995 429.880000 p
16.566503 43.795989 429.800000 r
16.566531 43.795983 429.720000 r
16.566558 43.795978 429.640000 r
16.566585 43.795972 429.560000 r
16.566613 43.795966 429.530000 r
16.566640 43.795961 429.490000 p
16.566667 43.795956 429.470000 p
16.566694 43.795951 429.480000 r
16.566721 43.795945 429.430000 p
16.566748 43.795939 429.320000 p
16.566775 43.795933 429.210000 p
16.566802 43.795927 429.110000 r
16.566828 43.795920 429.010000 r
16.566855 43.795914 428.910000 r
16.566881 43.795908 428.810000 r
16.566908 43.795902 428.700000 r
16.566935 43.795897 428.620000 r
16.566962 43.795891 428.540000 r
16.566988 43.795886 428.480000 r
16.567015 43.795880 428.420000 r
16.567042 43.795875 428.350000 r
16.567068 43.795870 428.290000 r
16.567095 43.795864 428.230000 r
16.567121 43.795859 428.170000 r
16.567148 43.795853 428.100000 r
16.567174 43.795848 428.030000 r
16.567201 43.795842 427.970000 r
16.567227 43.795837 427.910000 r
16.567253 43.795831 427.850000 r
16.567280 43.795826 427.800000 r
16.567306 43.795821 427.740000 r
16.567332 43.795815 427.680000 r
16.567358 43.795810 427.620000 r
16.567384 43.795804 427.510000 p
16.567410 43.795798 427.400000 p
16.567436 43.795792 427.280000 r
16.567462 43.795787 427.200000 r
16.567488 43.795781 427.130000 r
16.567513 43.795776 427.070000 r
