Rezultati za V3_V_S_7_11_2012_V.2.kml
16.474525 43.867548 459.450000 r
16.474529 43.867533 459.450000 l
16.474534 43.867517 459.460000 r
16.474539 43.867502 459.460000 r
16.474545 43.867487 459.470000 p
16.474551 43.867472 459.480000 r
16.474558 43.867457 459.480000 p
16.474565 43.867442 459.500000 p
16.474572 43.867427 459.500000 p
16.474579 43.867412 459.520000 r
16.474587 43.867398 459.520000 r
16.474595 43.867383 459.540000 r
16.474603 43.867369 459.540000 p
16.474611 43.867355 459.590000 r
16.474620 43.867340 459.650000 r
16.474629 43.867326 459.700000 r
16.474638 43.867313 459.750000 r
16.474648 43.867299 459.810000 r
16.474658 43.867286 459.860000 r
16.474668 43.867272 459.920000 r
16.474679 43.867259 459.980000 p
16.474690 43.867246 460.030000 r
16.474702 43.867233 460.090000 p
16.474714 43.867220 460.120000 p
16.474726 43.867207 460.130000 r
16.474739 43.867195 460.150000 r
16.474751 43.867182 460.170000 r
16.474764 43.867170 460.190000 r
16.474778 43.867158 460.210000 r
16.474791 43.867146 460.230000 r
16.474805 43.867134 460.260000 r
16.474819 43.867123 460.280000 p
16.474833 43.867112 460.300000 r
16.474848 43.867100 460.320000 r
16.474863 43.867089 460.330000 r
16.474878 43.867079 460.340000 r
16.474893 43.867068 460.360000 r
16.474909 43.867058 460.370000 r
16.474924 43.867047 460.380000 r
16.474940 43.867038 460.440000 r
16.474956 43.867028 460.450000 p
16.474972 43.867018 460.510000 r
16.474988 43.867009 460.570000 r
16.475005 43.867000 460.640000 r
16.475021 43.866991 460.710000 r
16.475038 43.866982 460.780000 r
16.475055 43.866974 460.830000 r
16.475072 43.866965 460.850000 p
16.475089 43.866956 460.860000 r
16.475107 43.866948 460.880000 r
16.475124 43.866940 460.900000 r
16.475142 43.866932 460.910000 r
16.475161 43.866925 460.910000 r
16.475179 43.866918 460.930000 p
16.475197 43.866911 460.990000 r
16.475216 43.866905 461.060000 p
16.475235 43.866899 461.120000 p
16.475254 43.866893 461.180000 p
16.475273 43.866887 461.250000 p
16.475292 43.866881 461.270000 l
16.475312 43.866876 461.280000 r
16.475331 43.866871 461.290000 r
16.475351 43.866866 461.290000 p
16.475371 43.866861 461.300000 r
16.475391 43.866857 461.360000 p
16.475411 43.866853 461.440000 p
16.475431 43.866849 461.500000 r
16.475451 43.866846 461.570000 l
16.475472 43.866842 461.580000 l
16.475492 43.866839 461.590000 r
16.475513 43.866836 461.600000 r
16.475534 43.866834 461.670000 p
16.475555 43.866832 461.740000 p
16.475576 43.866830 461.820000 p
16.475597 43.866828 461.900000 p
16.475618 43.866826 461.970000 r
16.475639 43.866825 462.050000 r
16.475660 43.866824 462.120000 r
16.475681 43.866823 462.170000 l
16.475703 43.866823 462.220000 l
16.475724 43.866822 462.270000 l
16.475745 43.866822 462.320000 l
16.475767 43.866822 462.370000 l
16.475788 43.866822 462.430000 l
16.475810 43.866822 462.420000 l
16.475832 43.866822 462.410000 l
16.475854 43.866823 462.400000 p
16.475876 43.866824 462.390000 l
16.475897 43.866824 462.390000 l
16.475919 43.866825 462.400000 r
16.475942 43.866826 462.400000 r
16.475963 43.866827 462.470000 l
16.475985 43.866829 462.530000 r
16.476007 43.866830 462.590000 r
16.476029 43.866832 462.660000 r
16.476051 43.866833 462.730000 r
16.476073 43.866835 462.810000 r
16.476095 43.866836 462.890000 r
16.476117 43.866838 462.960000 p
16.476139 43.866840 463.030000 p
16.476161 43.866842 463.110000 r
16.476183 43.866843 463.190000 r
16.476205 43.866845 463.260000 r
16.476228 43.866847 463.340000 r
16.476250 43.866849 463.420000 r
16.476272 43.866852 463.500000 r
16.476294 43.866854 463.500000 r
16.476317 43.866856 463.520000 r
16.476339 43.866858 463.530000 r
16.476362 43.866860 463.550000 r
16.476384 43.866862 463.580000 p
16.476406 43.866864 463.590000 r
16.476429 43.866866 463.620000 r
16.476451 43.866868 463.640000 p
16.476473 43.866870 463.660000 r
16.476495 43.866871 463.690000 r
16.476517 43.866873 463.720000 p
16.476539 43.866875 463.740000 r
16.476561 43.866876 463.760000 l
16.476584 43.866878 463.790000 r
16.476606 43.866880 463.820000 r
16.476628 43.866881 463.850000 r
16.476650 43.866883 463.900000 l
16.476671 43.866884 463.950000 l
16.476693 43.866886 464.000000 r
16.476715 43.866887 464.030000 r
16.476737 43.866888 464.060000 r
16.476759 43.866889 464.100000 l
16.476781 43.866889 464.120000 l
16.476802 43.866890 464.150000 r
16.476824 43.866891 464.180000 l
16.476846 43.866891 464.210000 l
16.476868 43.866892 464.250000 l
16.476889 43.866892 464.280000 l
16.476911 43.866892 464.320000 l
16.476933 43.866892 464.370000 l
16.476955 43.866892 464.390000 l
16.476977 43.866892 464.410000 l
16.476999 43.866891 464.430000 l
16.477021 43.866891 464.450000 l
16.477043 43.866890 464.480000 r
16.477065 43.866889 464.500000 r
16.477087 43.866888 464.520000 r
16.477108 43.866887 464.520000 l
16.477130 43.866885 464.510000 r
16.477152 43.866884 464.500000 r
16.477174 43.866882 464.480000 r
16.477196 43.866879 464.470000 l
16.477217 43.866877 464.460000 r
16.477239 43.866875 464.480000 p
16.477261 43.866873 464.490000 l
16.477282 43.866870 464.480000 r
16.477304 43.866867 464.490000 l
16.477325 43.866865 464.520000 l
16.477347 43.866862 464.550000 r
16.477368 43.866859 464.590000 r
16.477390 43.866856 464.620000 r
16.477411 43.866853 464.660000 l
16.477433 43.866852 464.820000 l
16.477454 43.866850 464.970000 p
16.477475 43.866848 465.070000 l
16.477497 43.866845 465.170000 r
16.477518 43.866842 465.270000 r
16.477539 43.866840 465.420000 p
16.477560 43.866838 465.560000 r
16.477581 43.866835 465.690000 r
16.477602 43.866830 465.700000 r
16.477623 43.866826 465.700000 r
16.477644 43.866821 465.690000 p
16.477665 43.866816 465.700000 r
16.477686 43.866810 465.700000 r
16.477707 43.866805 465.710000 p
16.477728 43.866800 465.700000 r
16.477749 43.866794 465.700000 l
16.477770 43.866790 465.720000 l
16.477791 43.866784 465.720000 p
16.477812 43.866778 465.720000 p
16.477833 43.866772 465.730000 p
16.477854 43.866766 465.730000 r
16.477874 43.866760 465.740000 r
16.477895 43.866754 465.740000 p
16.477916 43.866748 465.770000 r
16.477937 43.866741 465.800000 l
16.477958 43.866736 465.840000 r
16.477979 43.866730 465.890000 r
16.477999 43.866723 465.940000 r
16.478020 43.866717 465.990000 r
16.478041 43.866710 466.030000 r
16.478061 43.866703 466.080000 r
16.478082 43.866696 466.150000 r
16.478102 43.866689 466.200000 r
16.478123 43.866682 466.240000 r
16.478143 43.866675 466.360000 r
16.478163 43.866667 466.410000 r
16.478183 43.866660 466.440000 r
16.478203 43.866652 466.480000 r
16.478222 43.866643 466.510000 r
16.478242 43.866633 466.550000 r
16.478261 43.866624 466.580000 r
16.478281 43.866615 466.620000 r
16.478300 43.866605 466.660000 l
16.478319 43.866597 466.780000 r
16.478338 43.866588 466.820000 l
16.478357 43.866577 466.840000 l
16.478376 43.866568 466.870000 p
16.478395 43.866559 466.990000 r
16.478414 43.866549 467.020000 r
16.478432 43.866538 467.050000 r
16.478451 43.866528 467.080000 r
16.478469 43.866517 467.110000 r
16.478487 43.866507 467.150000 r
16.478505 43.866496 467.180000 p
16.478523 43.866485 467.220000 p
16.478541 43.866474 467.320000 r
16.478559 43.866464 467.420000 r
16.478576 43.866453 467.530000 p
16.478593 43.866442 467.630000 r
16.478611 43.866431 467.720000 r
16.478628 43.866420 467.820000 p
16.478645 43.866409 467.910000 p
16.478662 43.866398 468.010000 r
16.478679 43.866386 468.100000 r
16.478696 43.866375 468.190000 r
16.478713 43.866363 468.300000 r
16.478729 43.866352 468.410000 r
16.478746 43.866340 468.500000 r
16.478762 43.866327 468.590000 r
16.478778 43.866315 468.690000 r
16.478794 43.866302 468.780000 r
16.478810 43.866290 468.860000 r
16.478826 43.866277 468.950000 p
16.478842 43.866264 469.040000 p
16.478858 43.866251 469.100000 r
16.478873 43.866238 469.190000 r
16.478889 43.866225 469.270000 r
16.478904 43.866211 469.340000 r
16.478920 43.866197 469.400000 r
16.478935 43.866184 469.440000 r
16.478951 43.866170 469.490000 r
16.478966 43.866156 469.580000 p
16.478981 43.866142 469.680000 r
16.478995 43.866128 469.760000 r
16.479010 43.866114 469.850000 p
16.479025 43.866100 469.930000 r
16.479039 43.866086 469.980000 l
16.479053 43.866070 469.990000 r
16.479067 43.866055 470.040000 p
16.479081 43.866040 470.100000 p
16.479095 43.866025 470.160000 p
16.479109 43.866010 470.230000 p
16.479123 43.865995 470.230000 r
16.479136 43.865979 470.310000 r
16.479150 43.865964 470.370000 r
16.479164 43.865948 470.380000 r
16.479178 43.865933 470.370000 r
16.479192 43.865917 470.370000 r
16.479206 43.865902 470.370000 p
16.479220 43.865887 470.380000 r
16.479234 43.865871 470.440000 r
16.479248 43.865856 470.460000 r
16.479262 43.865840 470.460000 r
16.479277 43.865825 470.460000 r
16.479291 43.865810 470.460000 r
16.479305 43.865794 470.450000 r
16.479320 43.865779 470.450000 r
16.479334 43.865764 470.450000 r
16.479349 43.865749 470.460000 r
16.479363 43.865734 470.450000 r
16.479378 43.865718 470.460000 r
16.479393 43.865703 470.460000 p
16.479408 43.865688 470.470000 p
16.479423 43.865673 470.480000 r
16.479437 43.865658 470.470000 r
16.479452 43.865643 470.480000 r
16.479468 43.865628 470.470000 r
16.479483 43.865614 470.470000 r
16.479498 43.865599 470.460000 p
16.479513 43.865584 470.450000 r
16.479529 43.865570 470.450000 r
16.479545 43.865555 470.460000 r
16.479561 43.865541 470.460000 p
16.479577 43.865527 470.450000 r
16.479593 43.865512 470.440000 r
16.479610 43.865498 470.430000 r
16.479626 43.865484 470.430000 r
16.479643 43.865471 470.410000 r
16.479660 43.865457 470.410000 p
16.479677 43.865443 470.400000 r
16.479695 43.865430 470.400000 r
16.479712 43.865416 470.390000 r
16.479729 43.865403 470.460000 r
16.479747 43.865391 470.470000 r
16.479765 43.865378 470.490000 r
16.479784 43.865366 470.510000 r
16.479802 43.865353 470.530000 r
16.479821 43.865341 470.550000 r
16.479840 43.865330 470.570000 r
16.479859 43.865318 470.590000 r
16.479879 43.865306 470.600000 r
16.479898 43.865295 470.620000 p
16.479917 43.865284 470.640000 r
16.479937 43.865272 470.650000 r
16.479957 43.865261 470.660000 r
16.479976 43.865251 470.670000 r
16.479997 43.865240 470.690000 r
16.480017 43.865229 470.710000 r
16.480037 43.865219 470.790000 p
16.480057 43.865209 470.800000 r
16.480078 43.865199 470.810000 p
16.480099 43.865189 470.870000 p
16.480120 43.865179 470.880000 r
16.480142 43.865170 470.880000 r
16.480163 43.865160 470.890000 r
16.480185 43.865151 470.900000 p
16.480207 43.865142 470.910000 r
16.480230 43.865133 470.910000 r
16.480252 43.865124 470.980000 r
16.480274 43.865116 471.040000 r
16.480297 43.865107 471.090000 r
16.480320 43.865099 471.140000 r
16.480342 43.865091 471.190000 r
16.480365 43.865083 471.240000 r
16.480389 43.865075 471.290000 r
16.480412 43.865067 471.350000 r
16.480436 43.865059 471.400000 r
16.480459 43.865051 471.440000 r
16.480483 43.865044 471.490000 r
16.480507 43.865036 471.530000 r
16.480531 43.865029 471.540000 p
16.480555 43.865022 471.580000 r
16.480580 43.865015 471.610000 r
16.480604 43.865007 471.640000 r
16.480628 43.865000 471.670000 r
16.480653 43.864992 471.710000 r
16.480677 43.864985 471.730000 p
16.480701 43.864978 471.750000 r
16.480725 43.864970 471.780000 r
16.480750 43.864964 471.810000 r
16.480774 43.864956 471.860000 r
16.480799 43.864949 471.880000 r
16.480823 43.864942 471.900000 r
16.480848 43.864934 471.920000 r
16.480872 43.864927 471.950000 r
16.480897 43.864920 471.980000 r
16.480921 43.864913 471.950000 r
16.480946 43.864905 471.920000 r
16.480971 43.864898 471.900000 r
16.480995 43.864891 471.870000 r
16.481020 43.864884 471.890000 r
16.481044 43.864877 471.910000 r
16.481069 43.864870 471.930000 p
16.481094 43.864863 471.960000 r
16.481118 43.864856 471.980000 r
16.481143 43.864849 471.960000 r
16.481167 43.864842 471.970000 p
16.481191 43.864835 471.940000 r
16.481216 43.864828 471.910000 r
16.481240 43.864821 471.900000 p
16.481264 43.864814 471.900000 p
16.481288 43.864807 471.890000 p
16.481312 43.864800 471.880000 p
16.481336 43.864793 471.860000 r
16.481360 43.864785 471.850000 r
16.481384 43.864778 471.850000 p
16.481408 43.864771 471.840000 p
16.481432 43.864764 471.850000 p
16.481456 43.864757 471.840000 r
16.481479 43.864750 471.820000 r
16.481503 43.864743 471.810000 p
16.481527 43.864736 471.790000 p
16.481551 43.864729 471.760000 r
16.481574 43.864722 471.750000 r
16.481598 43.864715 471.740000 r
16.481621 43.864708 471.720000 r
16.481645 43.864701 471.710000 r
16.481668 43.864694 471.690000 r
16.481692 43.864687 471.730000 r
16.481715 43.864680 471.760000 p
16.481738 43.864673 471.790000 r
16.481762 43.864666 471.820000 r
16.481785 43.864659 471.850000 p
16.481808 43.864652 471.890000 r
16.481832 43.864645 471.910000 r
16.481855 43.864637 471.930000 r
16.481878 43.864630 471.960000 r
16.481901 43.864622 471.940000 p
16.481924 43.864614 471.950000 p
16.481947 43.864606 471.930000 r
16.481970 43.864597 471.880000 r
16.481993 43.864589 471.910000 r
16.482015 43.864581 471.970000 r
16.482038 43.864573 472.010000 r
16.482061 43.864564 472.030000 p
16.482084 43.864555 472.050000 r
16.482106 43.864547 472.070000 r
16.482129 43.864538 472.110000 p
16.482152 43.864529 472.110000 r
16.482174 43.864520 472.110000 r
16.482197 43.864511 472.120000 r
16.482219 43.864502 472.150000 r
16.482242 43.864492 472.140000 r
16.482264 43.864483 472.180000 r
16.482287 43.864474 472.210000 r
16.482309 43.864464 472.240000 r
16.482332 43.864455 472.270000 r
16.482354 43.864445 472.270000 r
16.482376 43.864434 472.260000 r
16.482398 43.864424 472.250000 r
16.482420 43.864413 472.230000 p
16.482442 43.864402 472.210000 p
16.482464 43.864391 472.180000 r
16.482487 43.864380 472.150000 r
16.482509 43.864369 472.130000 p
16.482531 43.864358 472.090000 p
16.482553 43.864347 472.120000 p
16.482575 43.864336 472.130000 p
16.482597 43.864325 472.120000 r
16.482619 43.864313 472.090000 r
16.482641 43.864302 472.060000 r
16.482663 43.864290 472.050000 p
16.482685 43.864278 472.010000 p
16.482707 43.864266 471.980000 r
16.482729 43.864255 471.970000 l
16.482751 43.864242 471.940000 r
16.482772 43.864230 471.890000 r
16.482794 43.864218 471.840000 p
16.482816 43.864206 471.800000 r
16.482837 43.864193 471.770000 r
16.482859 43.864180 471.740000 r
16.482881 43.864168 471.700000 r
16.482902 43.864155 471.670000 p
16.482923 43.864142 471.650000 r
16.482945 43.864129 471.620000 r
16.482966 43.864117 471.650000 r
16.482987 43.864104 471.690000 r
16.483008 43.864092 471.740000 r
16.483029 43.864079 471.760000 r
16.483049 43.864066 471.780000 r
16.483070 43.864052 471.800000 r
16.483091 43.864039 471.820000 r
16.483111 43.864026 471.850000 r
16.483132 43.864012 471.870000 r
16.483152 43.863999 471.910000 r
16.483173 43.863985 471.930000 r
16.483193 43.863972 471.950000 r
16.483213 43.863958 471.970000 p
16.483233 43.863944 472.010000 p
16.483253 43.863930 472.040000 p
16.483273 43.863916 472.070000 p
16.483293 43.863902 472.100000 p
16.483313 43.863888 472.130000 r
16.483332 43.863873 472.160000 r
16.483352 43.863859 472.190000 p
16.483372 43.863845 472.220000 r
16.483391 43.863830 472.240000 r
16.483411 43.863816 472.270000 p
16.483431 43.863802 472.290000 r
16.483451 43.863787 472.320000 r
16.483470 43.863773 472.350000 r
16.483490 43.863759 472.390000 p
16.483510 43.863745 472.420000 r
16.483529 43.863730 472.450000 r
16.483548 43.863716 472.490000 r
16.483567 43.863701 472.510000 r
16.483586 43.863687 472.550000 r
16.483606 43.863673 472.590000 r
16.483625 43.863659 472.620000 r
16.483645 43.863644 472.670000 r
16.483664 43.863630 472.700000 p
16.483683 43.863616 472.730000 p
16.483702 43.863602 472.750000 r
16.483721 43.863587 472.770000 r
16.483739 43.863573 472.800000 r
16.483758 43.863558 472.830000 r
16.483777 43.863544 472.860000 r
16.483795 43.863529 472.890000 p
16.483813 43.863514 472.920000 r
16.483832 43.863500 472.930000 r
16.483850 43.863485 472.960000 r
16.483867 43.863470 472.980000 r
16.483885 43.863455 472.940000 r
16.483904 43.863440 472.890000 l
16.483921 43.863425 472.870000 p
16.483938 43.863410 472.820000 r
16.483956 43.863395 472.790000 l
16.483972 43.863379 472.750000 r
16.483989 43.863363 472.720000 r
16.484005 43.863348 472.690000 r
16.484021 43.863332 472.670000 p
16.484037 43.863316 472.650000 r
16.484052 43.863300 472.620000 r
16.484067 43.863283 472.610000 r
16.484082 43.863267 472.600000 r
16.484097 43.863250 472.610000 r
16.484111 43.863234 472.610000 r
16.484125 43.863217 472.660000 p
16.484139 43.863200 472.660000 p
16.484153 43.863183 472.710000 r
16.484166 43.863167 472.740000 l
16.484179 43.863149 472.740000 l
16.484192 43.863133 472.770000 r
16.484205 43.863116 472.760000 r
16.484217 43.863099 472.780000 r
16.484230 43.863082 472.790000 r
16.484242 43.863065 472.800000 r
16.484255 43.863047 472.810000 r
16.484267 43.863030 472.820000 r
16.484278 43.863012 472.830000 r
16.484290 43.862995 472.830000 p
16.484302 43.862978 472.850000 r
16.484313 43.862960 472.870000 r
16.484323 43.862943 472.900000 r
16.484334 43.862925 472.930000 p
16.484345 43.862907 472.960000 r
16.484355 43.862889 472.990000 r
16.484366 43.862871 473.020000 r
16.484376 43.862853 473.090000 r
16.484385 43.862835 473.120000 r
16.484395 43.862817 473.140000 r
16.484404 43.862799 473.160000 r
16.484412 43.862780 473.170000 r
16.484421 43.862762 473.190000 r
16.484429 43.862743 473.210000 r
16.484437 43.862725 473.220000 r
16.484445 43.862706 473.240000 p
16.484453 43.862687 473.260000 r
16.484461 43.862669 473.270000 l
16.484468 43.862649 473.280000 l
16.484475 43.862631 473.300000 l
16.484482 43.862611 473.300000 r
16.484489 43.862592 473.320000 r
16.484495 43.862573 473.340000 r
16.484502 43.862554 473.340000 r
16.484508 43.862535 473.360000 p
16.484514 43.862516 473.380000 r
16.484520 43.862496 473.410000 r
16.484526 43.862477 473.440000 r
16.484532 43.862457 473.460000 l
16.484537 43.862438 473.480000 r
16.484543 43.862419 473.500000 r
16.484548 43.862400 473.520000 l
16.484554 43.862380 473.540000 l
16.484559 43.862361 473.570000 r
16.484564 43.862341 473.630000 r
16.484569 43.862322 473.680000 r
16.484573 43.862303 473.750000 l
16.484578 43.862283 473.800000 r
16.484583 43.862264 473.860000 p
16.484588 43.862245 473.930000 p
16.484593 43.862226 473.980000 l
16.484597 43.862206 474.050000 l
16.484602 43.862187 474.110000 p
16.484607 43.862168 474.170000 r
16.484612 43.862148 474.220000 l
16.484616 43.862129 474.270000 l
16.484621 43.862109 474.330000 r
16.484626 43.862090 474.380000 l
16.484630 43.862070 474.430000 l
16.484635 43.862051 474.480000 p
16.484640 43.862032 474.530000 r
16.484644 43.862013 474.580000 r
16.484649 43.861994 474.640000 r
16.484654 43.861974 474.690000 l
16.484660 43.861955 474.740000 r
16.484665 43.861936 474.810000 p
16.484670 43.861917 474.870000 p
16.484675 43.861898 474.930000 p
16.484680 43.861879 474.980000 r
16.484686 43.861860 475.030000 l
16.484690 43.861842 475.080000 l
16.484696 43.861823 475.110000 r
16.484701 43.861804 475.170000 r
16.484706 43.861786 475.230000 r
16.484711 43.861767 475.260000 r
16.484716 43.861749 475.310000 l
16.484720 43.861730 475.360000 l
16.484726 43.861712 475.410000 l
16.484731 43.861693 475.460000 r
16.484736 43.861675 475.520000 p
16.484741 43.861657 475.580000 l
16.484747 43.861638 475.650000 l
16.484752 43.861620 475.710000 r
16.484757 43.861601 475.770000 l
16.484763 43.861583 475.830000 p
16.484769 43.861565 475.870000 p
16.484775 43.861547 475.910000 r
16.484781 43.861528 475.940000 l
16.484788 43.861511 475.940000 l
16.484794 43.861493 475.930000 l
16.484802 43.861475 475.930000 r
16.484809 43.861457 475.930000 r
16.484817 43.861439 475.920000 r
16.484824 43.861421 475.910000 l
16.484833 43.861403 475.890000 r
16.484841 43.861385 475.890000 r
16.484850 43.861368 475.870000 r
16.484860 43.861350 475.860000 r
16.484869 43.861333 475.860000 r
16.484879 43.861315 475.850000 r
16.484889 43.861298 475.840000 r
16.484899 43.861280 475.830000 r
16.484910 43.861263 475.820000 p
16.484921 43.861246 475.820000 p
16.484932 43.861229 475.830000 p
16.484943 43.861212 475.840000 r
16.484955 43.861195 475.850000 p
16.484967 43.861178 475.870000 p
16.484979 43.861161 475.890000 r
16.484991 43.861145 475.910000 r
16.485004 43.861128 475.940000 r
16.485017 43.861112 475.970000 p
16.485030 43.861096 476.000000 p
16.485043 43.861080 476.020000 r
16.485057 43.861064 476.050000 r
16.485071 43.861049 476.070000 r
16.485085 43.861033 476.100000 r
16.485099 43.861018 476.130000 r
16.485114 43.861003 476.180000 r
16.485128 43.860988 476.230000 r
16.485143 43.860974 476.260000 r
16.485158 43.860959 476.280000 r
16.485174 43.860945 476.310000 r
16.485189 43.860931 476.400000 r
16.485205 43.860917 476.480000 p
16.485221 43.860903 476.570000 p
16.485237 43.860889 476.650000 r
16.485253 43.860876 476.740000 r
16.485270 43.860862 476.820000 r
16.485286 43.860849 476.900000 r
16.485303 43.860836 476.970000 r
16.485321 43.860823 477.040000 r
16.485338 43.860810 477.110000 r
16.485356 43.860797 477.180000 r
16.485373 43.860784 477.260000 r
16.485391 43.860771 477.340000 r
16.485409 43.860759 477.420000 r
16.485428 43.860746 477.500000 r
16.485447 43.860734 477.580000 p
16.485466 43.860722 477.660000 p
16.485485 43.860710 477.730000 r
16.485505 43.860699 477.800000 r
16.485524 43.860687 477.860000 r
16.485544 43.860675 477.910000 r
16.485565 43.860664 477.960000 r
16.485585 43.860653 478.030000 r
16.485606 43.860642 478.090000 p
16.485627 43.860631 478.120000 p
16.485648 43.860620 478.170000 r
16.485669 43.860610 478.230000 r
16.485691 43.860599 478.290000 r
16.485712 43.860589 478.340000 r
16.485734 43.860578 478.390000 r
16.485756 43.860568 478.460000 p
16.485778 43.860558 478.520000 p
16.485800 43.860548 478.580000 r
16.485823 43.860538 478.640000 r
16.485845 43.860527 478.650000 r
16.485868 43.860518 478.700000 r
16.485891 43.860508 478.750000 r
16.485913 43.860497 478.750000 r
16.485936 43.860487 478.800000 p
16.485959 43.860477 478.850000 p
16.485982 43.860467 478.890000 p
16.486005 43.860457 478.940000 p
16.486028 43.860447 478.970000 p
16.486051 43.860437 479.000000 p
16.486074 43.860427 479.040000 r
16.486098 43.860417 479.080000 r
16.486121 43.860407 479.110000 p
16.486144 43.860397 479.140000 r
16.486168 43.860386 479.110000 l
16.486192 43.860377 479.070000 r
16.486215 43.860366 479.110000 r
16.486239 43.860356 479.150000 r
16.486262 43.860346 479.180000 r
16.486286 43.860336 479.210000 r
16.486309 43.860326 479.240000 r
16.486333 43.860316 479.270000 r
16.486357 43.860307 479.260000 r
16.486380 43.860296 479.290000 r
16.486404 43.860286 479.320000 r
16.486427 43.860276 479.340000 r
16.486451 43.860266 479.350000 r
16.486474 43.860256 479.380000 p
16.486497 43.860246 479.400000 r
16.486521 43.860236 479.430000 r
16.486544 43.860225 479.460000 r
16.486567 43.860215 479.480000 p
16.486590 43.860205 479.500000 r
16.486614 43.860195 479.520000 r
16.486637 43.860184 479.540000 r
16.486660 43.860174 479.560000 p
16.486683 43.860164 479.570000 r
16.486706 43.860153 479.580000 r
16.486729 43.860143 479.520000 r
16.486753 43.860133 479.460000 r
16.486776 43.860123 479.420000 r
16.486800 43.860112 479.370000 r
16.486822 43.860102 479.390000 r
16.486845 43.860091 479.410000 p
16.486868 43.860080 479.420000 r
16.486891 43.860070 479.440000 r
16.486913 43.860059 479.390000 r
16.486936 43.860048 479.410000 r
16.486958 43.860036 479.430000 r
16.486981 43.860025 479.450000 r
16.487003 43.860014 479.470000 p
16.487025 43.860003 479.500000 r
16.487047 43.859991 479.530000 r
16.487068 43.859980 479.560000 r
16.487090 43.859968 479.590000 p
16.487112 43.859956 479.620000 r
16.487133 43.859944 479.640000 p
16.487154 43.859932 479.670000 r
16.487176 43.859919 479.700000 r
16.487197 43.859907 479.730000 r
16.487218 43.859894 479.750000 r
16.487239 43.859882 479.770000 r
16.487260 43.859869 479.800000 r
16.487280 43.859856 479.830000 r
16.487301 43.859843 479.870000 r
16.487321 43.859830 479.910000 p
16.487341 43.859817 479.950000 r
16.487361 43.859803 479.990000 r
16.487381 43.859790 480.040000 r
16.487401 43.859776 480.080000 p
16.487421 43.859762 480.110000 r
16.487440 43.859748 480.140000 r
16.487460 43.859734 480.160000 r
16.487479 43.859720 480.190000 p
16.487498 43.859706 480.220000 r
16.487517 43.859691 480.250000 r
16.487535 43.859676 480.280000 r
16.487554 43.859662 480.300000 r
16.487572 43.859647 480.320000 r
16.487590 43.859631 480.330000 r
16.487608 43.859616 480.350000 p
16.487626 43.859601 480.360000 r
16.487644 43.859585 480.330000 r
16.487662 43.859570 480.300000 r
16.487679 43.859554 480.270000 p
16.487696 43.859538 480.240000 r
16.487713 43.859521 480.220000 r
16.487730 43.859505 480.180000 r
16.487746 43.859488 480.140000 r
16.487762 43.859472 480.110000 r
16.487778 43.859455 480.080000 p
16.487794 43.859438 480.060000 p
16.487810 43.859421 480.040000 r
16.487825 43.859403 480.020000 r
16.487841 43.859386 479.990000 r
16.487856 43.859368 479.970000 r
16.487871 43.859351 479.950000 r
16.487886 43.859333 479.940000 r
16.487900 43.859316 479.950000 r
16.487915 43.859298 479.990000 r
16.487929 43.859280 480.000000 p
16.487943 43.859262 480.020000 p
16.487957 43.859244 480.040000 r
16.487970 43.859226 480.040000 r
16.487984 43.859208 480.030000 r
16.487997 43.859189 480.030000 r
16.488010 43.859171 480.030000 r
16.488022 43.859152 480.030000 r
16.488035 43.859134 480.070000 r
16.488047 43.859115 480.060000 p
16.488059 43.859096 480.040000 r
16.488070 43.859077 480.020000 p
16.488081 43.859058 480.000000 r
16.488092 43.859040 479.970000 l
16.488103 43.859020 479.930000 r
16.488113 43.859001 479.910000 r
16.488124 43.858982 479.900000 r
16.488134 43.858963 479.900000 r
16.488143 43.858944 479.900000 r
16.488153 43.858924 479.870000 r
16.488162 43.858905 479.840000 r
16.488171 43.858885 479.800000 r
16.488180 43.858866 479.780000 r
16.488189 43.858846 479.760000 r
16.488197 43.858826 479.740000 r
16.488205 43.858807 479.730000 r
16.488213 43.858787 479.710000 p
16.488221 43.858767 479.690000 r
16.488228 43.858747 479.670000 p
16.488235 43.858727 479.660000 p
16.488242 43.858707 479.620000 p
16.488249 43.858687 479.630000 r
16.488256 43.858666 479.610000 r
16.488262 43.858646 479.580000 p
16.488268 43.858626 479.550000 p
16.488274 43.858606 479.520000 r
16.488279 43.858586 479.490000 r
16.488284 43.858565 479.470000 r
16.488289 43.858545 479.460000 p
16.488294 43.858525 479.430000 l
16.488298 43.858504 479.410000 r
16.488302 43.858484 479.390000 r
16.488306 43.858463 479.380000 l
16.488309 43.858443 479.360000 r
16.488312 43.858422 479.340000 r
16.488316 43.858401 479.310000 l
16.488318 43.858381 479.300000 r
16.488320 43.858360 479.310000 r
16.488322 43.858340 479.330000 r
16.488324 43.858319 479.340000 p
16.488326 43.858298 479.350000 r
16.488327 43.858277 479.370000 l
16.488329 43.858257 479.380000 l
16.488330 43.858236 479.400000 p
16.488331 43.858215 479.420000 p
16.488332 43.858194 479.450000 p
16.488333 43.858173 479.470000 r
16.488334 43.858153 479.500000 r
16.488335 43.858132 479.510000 p
16.488336 43.858111 479.530000 r
16.488336 43.858090 479.550000 r
16.488337 43.858069 479.590000 p
16.488338 43.858048 479.620000 r
16.488338 43.858027 479.660000 p
16.488338 43.858005 479.700000 p
